year,County_of_Residence,Source_of_Payment,Births
2017-01-01,"Unidentified Counties, ND",Private Insurance,4424
2017-01-01,"Hamilton County, OH",Private Insurance,5360
2017-01-01,"Hamilton County, TN",Private Insurance,1930
2017-01-01,"Yakima County, WA",Private Insurance,1431
2017-01-01,"Lake County, FL",Self Pay,159
2017-01-01,"Orange County, FL",Self Pay,1656
2017-01-01,"Unidentified Counties, FL",Self Pay,626
2017-01-01,"Essex County, MA",Self Pay,73
2017-01-01,"St. Charles County, MO",Self Pay,65
2017-01-01,"Ocean County, NJ",Self Pay,448
2017-01-01,"Warren County, NJ",Self Pay,26
2017-01-01,"Dallas County, TX",Self Pay,4051
2017-01-01,"Harris County, TX",Self Pay,3641
2017-01-01,"Pinellas County, FL",Other,170
2017-01-01,"Unidentified Counties, ID",Other,462
2017-01-01,"Ramsey County, MN",Other,102
2017-01-01,"Clark County, NV",Other,1041
2017-01-01,"Unidentified Counties, OK",Other,1570
2017-01-01,"Merrimack County, NH",Medicaid,331
2017-01-01,"El Dorado County, CA",Private Insurance,947
2017-01-01,"Middlesex County, CT",Private Insurance,902
2017-01-01,"Cumberland County, ME",Private Insurance,1879
2017-01-01,"Hampshire County, MA",Private Insurance,772
2017-01-01,"Jefferson County, NY",Private Insurance,360
2017-01-01,"Pinal County, AZ",Self Pay,127
2017-01-01,"San Diego County, CA",Self Pay,1806
2017-01-01,"Kane County, IL",Self Pay,40
2017-01-01,"Polk County, IA",Self Pay,218
2017-01-01,"Barnstable County, MA",Self Pay,13
2017-01-01,"Cache County, UT",Self Pay,98
2017-01-01,"Tompkins County, NY",Other,18
2017-01-01,"Catawba County, NC",Other,105
2017-01-01,"Berks County, PA",Other,76
2017-01-01,"Lebanon County, PA",Other,25
2017-01-01,"Westmoreland County, PA",Other,47
2017-01-01,"Pulaski County, AR",Medicaid,2308
2017-01-01,"Indian River County, FL",Medicaid,669
2017-01-01,"Trumbull County, OH",Medicaid,1086
2017-01-01,"Beaufort County, SC",Medicaid,831
2017-01-01,"Galveston County, TX",Medicaid,1918
2017-01-01,"Bell County, TX",Private Insurance,1549
2017-01-01,"Camden County, NJ",Self Pay,272
2017-01-01,"Bronx County, NY",Self Pay,245
2017-01-01,"Madison County, IL",Other,31
2017-01-01,"Webb County, TX",Other,1413
2017-01-01,"Pulaski County, AR",Unknown or Not Stated,161
2017-01-01,"Fulton County, GA",Unknown or Not Stated,27
2017-01-01,"Montgomery County, TN",Unknown or Not Stated,56
2017-01-01,"Anchorage Borough, AK",Medicaid,1389
2017-01-01,"Pinal County, AZ",Medicaid,2159
2017-01-01,"Tolland County, CT",Medicaid,290
2017-01-01,"Windham County, CT",Medicaid,509
2017-01-01,"Marion County, FL",Medicaid,2346
2017-01-01,"Polk County, FL",Medicaid,4771
2017-01-01,"Unidentified Counties, IN",Medicaid,10844
2017-01-01,"Unidentified Counties, IA",Medicaid,8443
2017-01-01,"Atlantic County, NJ",Medicaid,1110
2017-01-01,"Bernalillo County, NM",Medicaid,3693
2017-01-01,"Broome County, NY",Medicaid,683
2017-01-01,"Adams County, PA",Medicaid,327
2017-01-01,"Cumberland County, PA",Medicaid,570
2017-01-01,"Ellis County, TX",Medicaid,842
2017-01-01,"Marathon County, WI",Medicaid,520
2017-01-01,"Clay County, FL",Private Insurance,974
2017-01-01,"Forsyth County, GA",Private Insurance,1666
2017-01-01,"LaSalle County, IL",Private Insurance,576
2017-01-01,"Clark County, NV",Private Insurance,11037
2017-01-01,"Lexington County, SC",Private Insurance,1584
2017-01-01,"Unidentified Counties, WV",Private Insurance,7122
2017-01-01,"Outagamie County, WI",Private Insurance,1566
2017-01-01,"Cochise County, AZ",Self Pay,51
2017-01-01,"Washington County, AR",Self Pay,213
2017-01-01,"Houston County, GA",Self Pay,90
2017-01-01,"Cook County, IL",Self Pay,1070
2017-01-01,"Baltimore County, MD",Self Pay,397
2017-01-01,"Gloucester County, NJ",Self Pay,52
2017-01-01,"Trumbull County, OH",Self Pay,133
2017-01-01,"Anderson County, SC",Self Pay,45
2017-01-01,"Unidentified Counties, SC",Self Pay,429
2017-01-01,"Knox County, TN",Self Pay,72
2017-01-01,"Hillsborough County, FL",Other,299
2017-01-01,"Okaloosa County, FL",Other,803
2017-01-01,"Unidentified Counties, MD",Other,68
2017-01-01,"Comanche County, OK",Other,676
2017-01-01,"Richmond city, VA",Other,22
2017-01-01,"St. Louis County, MO",Unknown or Not Stated,293
2017-01-01,"Madera County, CA",Medicaid,1570
2017-01-01,"Napa County, CA",Medicaid,495
2017-01-01,"Monroe County, IN",Medicaid,229
2017-01-01,"Saginaw County, MI",Medicaid,1237
2017-01-01,"Schenectady County, NY",Medicaid,717
2017-01-01,"Unidentified Counties, OR",Medicaid,5343
2017-01-01,"Kent County, RI",Medicaid,495
2017-01-01,"Thurston County, WA",Medicaid,1079
2017-01-01,"Alameda County, CA",Private Insurance,12748
2017-01-01,"Contra Costa County, CA",Private Insurance,9508
2017-01-01,"Sacramento County, CA",Private Insurance,9663
2017-01-01,"Arapahoe County, CO",Private Insurance,3992
2017-01-01,"Weld County, CO",Private Insurance,2252
2017-01-01,"Linn County, IA",Private Insurance,1718
2017-01-01,"Berkshire County, MA",Private Insurance,581
2017-01-01,"Washington County, MN",Private Insurance,2058
2017-01-01,"Unidentified Counties, NE",Private Insurance,6450
2017-01-01,"Rensselaer County, NY",Private Insurance,914
2017-01-01,"Adams County, PA",Private Insurance,568
2017-01-01,"Lancaster County, PA",Private Insurance,3586
2017-01-01,"Luzerne County, PA",Private Insurance,1341
2017-01-01,"Benton County, WA",Private Insurance,1152
2017-01-01,"Clay County, FL",Self Pay,50
2017-01-01,"Richmond city, VA",Self Pay,440
2017-01-01,"Montgomery County, MD",Other,369
2017-01-01,"Bristol County, MA",Other,134
2017-01-01,"Hennepin County, MN",Other,299
2017-01-01,"Boone County, MO",Other,41
2017-01-01,"Saratoga County, NY",Other,232
2017-01-01,"Suffolk County, NY",Other,754
2017-01-01,"Craven County, NC",Other,559
2017-01-01,"Lubbock County, TX",Other,144
2017-01-01,"Yakima County, WA",Other,121
2017-01-01,"Unidentified Counties, NV",Unknown or Not Stated,35
2017-01-01,"Yolo County, CA",Medicaid,881
2017-01-01,"Humboldt County, CA",Private Insurance,503
2017-01-01,"Unidentified Counties, RI",Private Insurance,646
2017-01-01,"Kitsap County, WA",Private Insurance,1240
2017-01-01,"Middlesex County, CT",Self Pay,23
2017-01-01,"Unidentified Counties, MD",Self Pay,158
2017-01-01,"St. Louis County, MN",Self Pay,55
2017-01-01,"Ashtabula County, OH",Self Pay,118
2017-01-01,"Beaver County, PA",Other,11
2017-01-01,"Dauphin County, PA",Other,33
2017-01-01,"Wichita County, TX",Other,217
2017-01-01,"Unidentified Counties, GA",Unknown or Not Stated,55
2017-01-01,"Allen County, IN",Unknown or Not Stated,11
2017-01-01,"Kane County, IL",Medicaid,2604
2017-01-01,"Scott County, IA",Medicaid,888
2017-01-01,"Clark County, NV",Medicaid,13439
2017-01-01,"Ashtabula County, OH",Medicaid,589
2017-01-01,"Cambria County, PA",Medicaid,551
2017-01-01,"Anderson County, SC",Medicaid,1082
2017-01-01,"Brazos County, TX",Medicaid,1370
2017-01-01,"Smith County, TX",Medicaid,1356
2017-01-01,"Washington County, WI",Medicaid,195
2017-01-01,"Madison County, AL",Private Insurance,2339
2017-01-01,"Chatham County, GA",Private Insurance,1464
2017-01-01,"Houston County, GA",Private Insurance,620
2017-01-01,"Brazoria County, TX",Private Insurance,2534
2017-01-01,"Gregg County, TX",Private Insurance,616
2017-01-01,"Guadalupe County, TX",Private Insurance,849
2017-01-01,"Tom Green County, TX",Private Insurance,670
2017-01-01,"Shelby County, AL",Self Pay,46
2017-01-01,"Duval County, FL",Self Pay,338
2017-01-01,"Tippecanoe County, IN",Other,38
2017-01-01,"Onslow County, NC",Other,331
2017-01-01,"Jackson County, OR",Other,25
2017-01-01,"Los Angeles County, CA",Medicaid,53096
2017-01-01,"Fairfield County, CT",Medicaid,2879
2017-01-01,"St. Lucie County, FL",Medicaid,1868
2017-01-01,"Unidentified Counties, HI",Medicaid,368
2017-01-01,"Johnson County, IN",Medicaid,608
2017-01-01,"Alamance County, NC",Medicaid,903
2017-01-01,"Henderson County, NC",Medicaid,576
2017-01-01,"Franklin County, PA",Medicaid,565
2017-01-01,"Northampton County, PA",Medicaid,934
2017-01-01,"Pickens County, SC",Medicaid,559
2017-01-01,"San Bernardino County, CA",Private Insurance,11679
2017-01-01,"Lee County, FL",Private Insurance,2809
2017-01-01,"Marion County, FL",Private Insurance,1003
2017-01-01,"Paulding County, GA",Private Insurance,862
2017-01-01,"Lake County, IL",Private Insurance,4775
2017-01-01,"Baltimore city, MD",Private Insurance,2867
2017-01-01,"Bergen County, NJ",Private Insurance,7239
2017-01-01,"Broome County, NY",Private Insurance,1257
2017-01-01,"Wood County, OH",Private Insurance,999
2017-01-01,"Beaufort County, SC",Private Insurance,684
2017-01-01,"Lubbock County, TX",Private Insurance,1540
2017-01-01,"Spotsylvania County, VA",Private Insurance,959
2017-01-01,"Fayette County, GA",Self Pay,43
2017-01-01,"San Juan County, NM",Self Pay,61
2017-01-01,"Iredell County, NC",Self Pay,77
2017-01-01,"Wake County, NC",Self Pay,1139
2017-01-01,"Unidentified Counties, TX",Self Pay,3165
2017-01-01,"Los Angeles County, CA",Other,5006
2017-01-01,"Fairfield County, CT",Other,49
2017-01-01,"Worcester County, MA",Other,160
2017-01-01,"Fairfield County, OH",Other,53
2017-01-01,"Licking County, OH",Other,41
2017-01-01,"Unidentified Counties, UT",Other,256
2017-01-01,"Baltimore County, MD",Unknown or Not Stated,48
2017-01-01,"Olmsted County, MN",Medicaid,574
2017-01-01,"Oswego County, NY",Medicaid,602
2017-01-01,"Gaston County, NC",Medicaid,1268
2017-01-01,"Whatcom County, WA",Medicaid,809
2017-01-01,"St. Johns County, FL",Private Insurance,1535
2017-01-01,"Ada County, ID",Private Insurance,3002
2017-01-01,"Black Hawk County, IA",Private Insurance,837
2017-01-01,"New York County, NY",Private Insurance,11650
2017-01-01,"Lane County, OR",Private Insurance,1606
2017-01-01,"Bucks County, PA",Private Insurance,4241
2017-01-01,"Northampton County, PA",Private Insurance,1676
2017-01-01,"Hillsborough County, FL",Self Pay,1125
2017-01-01,"Macomb County, MI",Self Pay,57
2017-01-01,"Sullivan County, TN",Self Pay,23
2017-01-01,"Wilson County, TN",Self Pay,27
2017-01-01,"Kaufman County, TX",Self Pay,87
2017-01-01,"Santa Barbara County, CA",Other,156
2017-01-01,"Seminole County, FL",Other,34
2017-01-01,"Lycoming County, PA",Other,23
2017-01-01,"Kenosha County, WI",Other,46
2017-01-01,"Marion County, IN",Unknown or Not Stated,27
2017-01-01,"Hardin County, KY",Unknown or Not Stated,91
2017-01-01,"Unidentified Counties, MD",Unknown or Not Stated,46
2017-01-01,"Cuyahoga County, OH",Unknown or Not Stated,102
2017-01-01,"Monroe County, PA",Unknown or Not Stated,43
2017-01-01,"Alachua County, FL",Medicaid,1265
2017-01-01,"Unidentified Counties, GA",Medicaid,23012
2017-01-01,"Macon County, IL",Medicaid,666
2017-01-01,"Fayette County, KY",Medicaid,1420
2017-01-01,"Hamilton County, OH",Medicaid,4861
2017-01-01,"Chesterfield County, VA",Medicaid,826
2017-01-01,"Santa Fe County, NM",Private Insurance,161
2017-01-01,"Adams County, CO",Self Pay,119
2017-01-01,"Hampden County, MA",Self Pay,30
2017-01-01,"Hamilton County, IN",Other,86
2017-01-01,"Orleans Parish, LA",Other,54
2017-01-01,"Washington County, MN",Other,59
2017-01-01,"St. Lawrence County, NY",Other,88
2017-01-01,"Unidentified Counties, KS",Medicaid,5682
2017-01-01,"Franklin County, MO",Medicaid,388
2017-01-01,"Unidentified Counties, NV",Medicaid,1425
2017-01-01,"Rowan County, NC",Medicaid,915
2017-01-01,"Unidentified Counties, ND",Medicaid,2081
2017-01-01,"Fairfield County, OH",Medicaid,586
2017-01-01,"Canadian County, OK",Medicaid,562
2017-01-01,"Butler County, PA",Medicaid,352
2017-01-01,"Washington County, PA",Medicaid,529
2017-01-01,"Tarrant County, TX",Medicaid,11220
2017-01-01,"Cache County, UT",Medicaid,594
2017-01-01,"Faulkner County, AR",Private Insurance,674
2017-01-01,"Lowndes County, GA",Private Insurance,457
2017-01-01,"Kankakee County, IL",Private Insurance,1019
2017-01-01,"Spartanburg County, SC",Private Insurance,1744
2017-01-01,"Ellis County, TX",Private Insurance,1219
2017-01-01,"Galveston County, TX",Private Insurance,1981
2017-01-01,"Clarke County, GA",Self Pay,146
2017-01-01,"Whitfield County, GA",Self Pay,221
2017-01-01,"Jefferson County, KY",Self Pay,305
2017-01-01,"Douglas County, NE",Self Pay,356
2017-01-01,"Passaic County, NJ",Self Pay,746
2017-01-01,"Mobile County, AL",Other,114
2017-01-01,"Miami-Dade County, FL",Other,1846
2017-01-01,"Douglas County, NE",Other,144
2017-01-01,"Unidentified Counties, NH",Other,75
2017-01-01,"Waukesha County, WI",Other,41
2017-01-01,"El Paso County, CO",Unknown or Not Stated,19
2017-01-01,"Dakota County, MN",Medicaid,1438
2017-01-01,"Sussex County, NJ",Medicaid,216
2017-01-01,"Union County, NJ",Medicaid,1803
2017-01-01,"Richmond County, NY",Medicaid,2347
2017-01-01,"Cass County, ND",Medicaid,596
2017-01-01,"Clackamas County, OR",Medicaid,1272
2017-01-01,"Kitsap County, WA",Medicaid,882
2017-01-01,"Merced County, CA",Private Insurance,1531
2017-01-01,"Sussex County, DE",Private Insurance,891
2017-01-01,"Volusia County, FL",Private Insurance,1910
2017-01-01,"Hampden County, MA",Private Insurance,3216
2017-01-01,"Gloucester County, NJ",Private Insurance,2035
2017-01-01,"Oswego County, NY",Private Insurance,575
2017-01-01,"Henderson County, NC",Private Insurance,430
2017-01-01,"Richmond city, VA",Private Insurance,1242
2017-01-01,"Yuma County, AZ",Self Pay,174
2017-01-01,"Pasco County, FL",Self Pay,91
2017-01-01,"Douglas County, GA",Self Pay,83
2017-01-01,"Gwinnett County, GA",Self Pay,1614
2017-01-01,"Calcasieu Parish, LA",Self Pay,44
2017-01-01,"Alamance County, NC",Self Pay,174
2017-01-01,"Brevard County, FL",Other,37
2017-01-01,"Fulton County, GA",Other,850
2017-01-01,"Unidentified Counties, IA",Other,217
2017-01-01,"Wyandotte County, KS",Other,28
2017-01-01,"Mercer County, NJ",Other,14
2017-01-01,"Harnett County, NC",Other,578
2017-01-01,"Bucks County, PA",Other,37
2017-01-01,"Sumter County, SC",Other,266
2017-01-01,"Arlington County, VA",Other,37
2017-01-01,"Milwaukee County, WI",Other,108
2017-01-01,"Unidentified Counties, CO",Unknown or Not Stated,52
2017-01-01,"Humboldt County, CA",Medicaid,530
2017-01-01,"Sonoma County, CA",Medicaid,1826
2017-01-01,"Shasta County, CA",Private Insurance,787
2017-01-01,"Hillsborough County, NH",Private Insurance,2853
2017-01-01,"Rockingham County, NH",Private Insurance,2164
2017-01-01,"Unidentified Counties, OR",Private Insurance,4105
2017-01-01,"Washington County, RI",Private Insurance,581
2017-01-01,"Lee County, AL",Self Pay,28
2017-01-01,"Yavapai County, AZ",Self Pay,66
2017-01-01,"Los Angeles County, CA",Self Pay,6823
2017-01-01,"Hamilton County, IN",Self Pay,78
2017-01-01,"Dona Ana County, NM",Self Pay,169
2017-01-01,"Summit County, OH",Self Pay,141
2017-01-01,"San Diego County, CA",Other,4920
2017-01-01,"Sussex County, DE",Other,44
2017-01-01,"Washington County, MD",Other,11
2017-01-01,"Henrico County, VA",Other,11
2017-01-01,"Unidentified Counties, WA",Other,903
2017-01-01,"Fayette County, PA",Unknown or Not Stated,22
2017-01-01,"Unidentified Counties, VA",Unknown or Not Stated,69
2017-01-01,"Sheboygan County, WI",Unknown or Not Stated,11
2017-01-01,"Collier County, FL",Medicaid,1290
2017-01-01,"Vigo County, IN",Medicaid,706
2017-01-01,"Jackson County, MS",Medicaid,924
2017-01-01,"Lucas County, OH",Medicaid,2948
2017-01-01,"Wood County, OH",Medicaid,350
2017-01-01,"Allegheny County, PA",Medicaid,3664
2017-01-01,"Dauphin County, PA",Medicaid,1288
2017-01-01,"Greenville County, SC",Medicaid,2299
2017-01-01,"Calcasieu Parish, LA",Private Insurance,1027
2017-01-01,"Bibb County, GA",Self Pay,74
2017-01-01,"Nassau County, NY",Self Pay,88
2017-01-01,"Queens County, NY",Self Pay,360
2017-01-01,"Fond du Lac County, WI",Self Pay,34
2017-01-01,"Contra Costa County, CA",Other,200
2017-01-01,"Chautauqua County, NY",Other,74
2017-01-01,"Horry County, SC",Other,54
2017-01-01,"Collin County, TX",Other,560
2017-01-01,"Navajo County, AZ",Medicaid,1091
2017-01-01,"Yavapai County, AZ",Medicaid,1091
2017-01-01,"San Bernardino County, CA",Medicaid,15295
2017-01-01,"Brevard County, FL",Medicaid,2650
2017-01-01,"Osceola County, FL",Medicaid,2599
2017-01-01,"Honolulu County, HI",Medicaid,3162
2017-01-01,"Johnson County, IA",Medicaid,403
2017-01-01,"Harford County, MD",Medicaid,743
2017-01-01,"Mercer County, NJ",Medicaid,1424
2017-01-01,"Sandoval County, NM",Medicaid,700
2017-01-01,"Durham County, NC",Medicaid,1222
2017-01-01,"Lake County, OH",Medicaid,602
2017-01-01,"Virginia Beach city, VA",Medicaid,1107
2017-01-01,"Rock County, WI",Medicaid,858
2017-01-01,"Benton County, AR",Private Insurance,2423
2017-01-01,"Madison County, IL",Private Insurance,1854
2017-01-01,"Fairfield County, OH",Private Insurance,1073
2017-01-01,"Berkeley County, SC",Private Insurance,1175
2017-01-01,"Johnson County, TX",Private Insurance,873
2017-01-01,"Bartow County, GA",Self Pay,30
2017-01-01,"Hall County, GA",Self Pay,442
2017-01-01,"Cuyahoga County, OH",Self Pay,280
2017-01-01,"Johnson County, IN",Other,55
2017-01-01,"Livingston Parish, LA",Other,20
2017-01-01,"Tangipahoa Parish, LA",Other,25
2017-01-01,"Middlesex County, MA",Other,369
2017-01-01,"St. Charles County, MO",Other,30
2017-01-01,"Unidentified Counties, MN",Unknown or Not Stated,66
2017-01-01,"Gregg County, TX",Unknown or Not Stated,10
2017-01-01,"Alameda County, CA",Medicaid,4179
2017-01-01,"Mesa County, CO",Medicaid,772
2017-01-01,"Worcester County, MA",Medicaid,2595
2017-01-01,"Portage County, OH",Medicaid,471
2017-01-01,"Chester County, PA",Medicaid,1003
2017-01-01,"King County, WA",Medicaid,7572
2017-01-01,"Anchorage Borough, AK",Private Insurance,1755
2017-01-01,"Ventura County, CA",Private Insurance,4838
2017-01-01,"Lafayette Parish, LA",Private Insurance,1504
2017-01-01,"Cecil County, MD",Private Insurance,604
2017-01-01,"Sussex County, NJ",Private Insurance,941
2017-01-01,"Rockland County, NY",Private Insurance,1719
2017-01-01,"Westchester County, NY",Private Insurance,6195
2017-01-01,"Cass County, ND",Private Insurance,1516
2017-01-01,"Marion County, OR",Private Insurance,2002
2017-01-01,"Washington County, PA",Private Insurance,1309
2017-01-01,"Unidentified Counties, SD",Private Insurance,4612
2017-01-01,"Williamson County, TN",Private Insurance,1877
2017-01-01,"Unidentified Counties, VA",Private Insurance,20972
2017-01-01,"Baldwin County, AL",Self Pay,47
2017-01-01,"Collin County, TX",Self Pay,584
2017-01-01,"Stafford County, VA",Self Pay,48
2017-01-01,"Escambia County, FL",Other,401
2017-01-01,"Forsyth County, GA",Other,40
2017-01-01,"Washoe County, NV",Other,113
2017-01-01,"Beaufort County, SC",Other,389
2017-01-01,"Chittenden County, VT",Other,26
2017-01-01,"Butler County, OH",Unknown or Not Stated,21
2017-01-01,"District of Columbia, DC",Medicaid,4155
2017-01-01,"Lake County, FL",Medicaid,1663
2017-01-01,"Leon County, FL",Medicaid,1322
2017-01-01,"Orange County, FL",Medicaid,7632
2017-01-01,"Vanderburgh County, IN",Medicaid,863
2017-01-01,"Washington County, MD",Medicaid,794
2017-01-01,"Wayne County, MI",Medicaid,13316
2017-01-01,"New Hanover County, NC",Medicaid,832
2017-01-01,"Unidentified Counties, OH",Medicaid,11635
